  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
#-----------------------------------------------------
#     DRAG TEF COEFFICIENT  CD TEF
#-----------------------------------------------------
#
# Mach: 0
  -0.011400  -0.001800  +0.008400  +0.018600  +0.028700  +0.038800  +0.048800  +0.058800  +0.068700  +0.078500
  +0.088300  +0.098000  +0.107700  +0.117200  +0.126800  +0.133500  +0.140500  +0.148000  +0.148800  +0.148200
  +0.142100  +0.135900  +0.129600  +0.123300  +0.116600  +0.107900  +0.097200  +0.086800  +0.075000  +0.061900
  +0.054800  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000
  +0.049000  +0.049000  +0.049000  +0.049000
#
# Mach: 0.4
  -0.011400  -0.001800  +0.008400  +0.018600  +0.028700  +0.038800  +0.048800  +0.058800  +0.068700  +0.078500
  +0.088300  +0.098000  +0.107700  +0.117200  +0.126800  +0.133500  +0.140500  +0.148000  +0.148800  +0.148200
  +0.142100  +0.135900  +0.129600  +0.123300  +0.116600  +0.107900  +0.097200  +0.086800  +0.075000  +0.061900
  +0.054800  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000  +0.049000
  +0.049000  +0.049000  +0.049000  +0.049000
#
# Mach: 0.5
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.6
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.7
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.8
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.85
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.9
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.95
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.05
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.1
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.15
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.2
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.3
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.4
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.5
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.6
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.7
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.8
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.9
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 2
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 2.5
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# End of Aero Data
#
#-----------------------------------------------------
# PROPULSION DATA
#-----------------------------------------------------
# ENGINE OPTIONS MUST BE LISTED HERE
engopt fuelflow
#
      +0.600000   # Thrust multiplier
      +1.000000   # Fuel Flow Multiplier
#-----------------------------------------------------
# MACH BREAKPOINTS
#-----------------------------------------------------
+26.000000  # Number of Mach Breaks
#
  +0.000000  +0.100000  +0.200000  +0.300000  +0.400000  +0.500000  +0.600000  +0.700000  +0.800000  +0.900000
  +1.000000  +1.100000  +1.200000  +1.300000  +1.400000  +1.500000  +1.600000  +1.700000  +1.800000  +1.900000
  +2.000000  +2.100000  +2.200000  +2.300000  +2.400000  +2.500000
#-----------------------------------------------------
#     ALTITUDE BREAKPOINTS
#-----------------------------------------------------
+8.000000  # Number of Alt Break Points
#
  +0.000000 +10000.000000 +20000.000000 +30000.000000 +40000.000000 +50000.000000 +60000.000000 +70000.000000
#
#-----------------------------------------------------
#    THRST1 - THRUST AT IDLE (THROTL = 0.00)
#-----------------------------------------------------
# Alt: 0
     +0.000000   +651.000000   +410.000000    +61.000000   -512.000000  -1045.000000  -2050.000000  -2767.000000  -3484.000000  -3689.000000
  -1076.000000  +1537.000000  +3330.000000  +5124.000000  +8198.000000  +9472.000000  +9472.000000  +9472.000000  +9472.000000  +9472.000000
  +9472.000000  +9472.000000  +9472.000000  +9472.000000  +9472.000000  +9472.000000
#
# Alt: 10000
   +596.000000   +596.000000   +392.000000   +110.000000   -365.000000   -802.000000  -1613.000000  -2220.000000  -2482.000000  -2437.000000
   -518.000000  +1401.000000  +3004.000000  +4607.000000  +7207.000000  +9061.000000  +9061.000000  +9061.000000  +9061.000000  +9061.000000
  +9061.000000  +9061.000000  +9061.000000  +9061.000000  +9061.000000  +9061.000000
#
# Alt: 20000
   +512.000000   +512.000000   +363.000000   +181.000000   -145.000000   -439.000000   -961.000000  -1401.000000   -987.000000   -569.000000
   +313.000000  +1196.000000  +2511.000000  +3827.000000  +5715.000000  +8319.000000  +8319.000000  +8319.000000  +8319.000000  +8319.000000
  +8319.000000  +8319.000000  +8319.000000  +8319.000000  +8319.000000  +8319.000000
#
# Alt: 30000
   +456.000000   +456.000000   +343.000000   +228.000000     +0.000000   -198.000000   -528.000000   -858.000000     +0.000000   +660.000000
   +858.000000  +1056.000000  +2179.000000  +3301.000000  +4714.000000  +7658.000000  +7658.000000  +7658.000000  +7658.000000  +7658.000000
  +7658.000000  +7658.000000  +7658.000000  +7658.000000  +7658.000000  +7658.000000
#
# Alt: 40000
   +657.000000   +657.000000   +585.000000   +491.000000   +325.000000   +228.000000   +195.000000   +130.000000     +0.000000   -195.000000
   +676.000000  +1546.000000  +2269.000000  +2992.000000  +4480.000000  +6398.000000  +6445.000000  +6469.000000  +6492.000000  +6492.000000
  +6492.000000  +6492.000000  +6492.000000  +6492.000000  +6492.000000  +6492.000000
#
# Alt: 50000
  +1021.000000  +1021.000000   +921.000000   +867.000000   +767.000000   +698.000000   +460.000000   +460.000000   +660.000000   +460.000000
   +368.000000   +276.000000  +1229.000000  +2180.000000  +3188.000000  +5180.000000  +5296.000000  +5389.000000  +5482.000000  +5505.000000
  +5482.000000  +5438.000000  +5441.000000  +5443.000000  +5446.000000  +5446.000000
#
# Alt: 60000
   +822.000000   +822.000000   +784.000000   +720.000000   +699.000000   +617.000000   +565.000000   +463.000000   +386.000000   +386.000000
   +321.000000   +257.000000   +231.000000   +206.000000  +1439.000000  +2741.000000  +2903.000000  +2949.000000  +2972.000000  +2972.000000
  +2972.000000  +2899.000000  +2917.000000  +2958.000000  +2958.000000  +2958.000000
#
# Alt: 70000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#-----------------------------------------------------
#    THRST2 - THRUST AT MIL POWER (THROTL = 1.00)
#-----------------------------------------------------
# Alt: 0
  +9378.000000  +9378.000000  +9312.000000  +9247.000000  +9181.000000  +9019.000000  +8857.000000  +8749.000000  +8641.000000  +8101.000000
  +7453.000000  +5638.000000  +4266.000000  +2133.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 10000
  +7669.000000  +7669.000000  +7561.000000  +7453.000000  +7345.000000  +7237.000000  +7129.000000  +7021.000000  +6913.000000  +6805.000000
  +6054.000000  +5442.000000  +4829.000000  +2415.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 20000
  +6319.000000  +6319.000000  +6157.000000  +5995.000000  +5833.000000  +5725.000000  +5617.000000  +5509.000000  +5401.000000  +5184.000000
  +4860.000000  +4433.000000  +4221.000000  +2111.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 30000
  +4779.000000  +4779.000000  +4698.000000  +4617.000000  +4536.000000  +4428.000000  +4320.000000  +4158.000000  +3996.000000  +3888.000000
  +3672.000000  +3564.000000  +3449.000000  +1724.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 40000
  +3402.000000  +3402.000000  +3348.000000  +3294.000000  +3240.000000  +3132.000000  +3024.000000  +2916.000000  +2808.000000  +2700.000000
  +2592.000000  +2109.000000  +1875.000000   +937.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 50000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 60000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#
# Alt: 70000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#-----------------------------------------------------
#    THRST3 - THRUST AT FULL AB (THROTL = 1.05)
#-----------------------------------------------------
# Alt: 0
 +15302.000000 +15302.000000 +16037.000000 +16870.000000 +17703.000000 +18353.000000 +19069.000000 +19764.000000 +20357.000000 +20827.000000
 +21114.000000 +21563.000000 +21911.000000 +21911.000000 +21911.000000 +21911.000000 +21911.000000 +21911.000000 +21911.000000 +21911.000000
 +21911.000000 +21911.000000 +19828.000000 +15663.000000  +9415.000000  +1084.000000
#
# Alt: 10000
 +10744.000000 +10744.000000 +11435.000000 +12126.000000 +12816.000000 +13507.000000 +14264.000000 +15122.000000 +16206.000000 +17269.000000
 +18455.000000 +19723.000000 +20296.000000 +20705.000000 +20705.000000 +20705.000000 +20705.000000 +20705.000000 +20705.000000 +20705.000000
 +20705.000000 +20705.000000 +18978.000000 +15524.000000 +10343.000000  +3435.000000
#
# Alt: 20000
  +7669.000000  +7669.000000  +8167.000000  +8666.000000  +9164.000000  +9663.000000 +10195.000000 +10849.000000 +11585.000000 +12464.000000
 +13528.000000 +14754.000000 +15940.000000 +17249.000000 +20009.000000 +20746.000000 +21604.000000 +21604.000000 +21604.000000 +21604.000000
 +21604.000000 +21604.000000 +20358.000000 +17865.000000 +14126.000000  +9140.000000
#
# Alt: 30000
  +5355.000000  +5355.000000  +5711.000000  +6067.000000  +6424.000000  +6780.000000  +7230.000000  +7680.000000  +8252.000000  +8906.000000
  +9663.000000 +10624.000000 +11585.000000 +12751.000000 +14366.000000 +15869.000000 +17392.000000 +18926.000000 +20193.000000 +20500.000000
 +20500.000000 +20500.000000 +19610.000000 +17828.000000 +15156.000000 +11594.000000
#
# Alt: 40000
  +3546.000000  +3546.000000  +3782.000000  +4018.000000  +4254.000000  +4490.000000  +4858.000000  +5185.000000  +5512.000000  +5901.000000
  +6371.000000  +6943.000000  +7577.000000  +8293.000000  +9172.000000 +10235.000000 +11360.000000 +12464.000000 +13568.000000 +14611.000000
 +15470.000000 +15041.000000 +14451.000000 +13271.000000 +11500.000000  +9140.000000
#
# Alt: 50000
  +2208.000000  +2208.000000  +2354.000000  +2500.000000  +2647.000000  +2793.000000  +2997.000000  +3181.000000  +3426.000000  +3651.000000
  +3958.000000  +4265.000000  +4694.000000  +5124.000000  +5635.000000  +6207.000000  +6882.000000  +7598.000000  +8334.000000  +9070.000000
  +9683.000000  +9356.000000  +8991.000000  +8261.000000  +7165.000000  +5705.000000
#
# Alt: 60000
  +1366.000000  +1366.000000  +1456.000000  +1547.000000  +1637.000000  +1727.000000  +1854.000000  +1968.000000  +2120.000000  +2259.000000
  +2448.000000  +2638.000000  +2904.000000  +3169.000000  +3486.000000  +3840.000000  +4257.000000  +4700.000000  +5155.000000  +5610.000000
  +5990.000000  +5788.000000  +5562.000000  +5110.000000  +4432.000000  +3529.000000
#
# Alt: 70000
   +845.000000   +845.000000   +901.000000   +956.000000  +1012.000000  +1068.000000  +1146.000000  +1217.000000  +1311.000000  +1397.000000
  +1514.000000  +1631.000000  +1796.000000  +1960.000000  +2155.000000  +2374.000000  +2633.000000  +2906.000000  +3188.000000  +3469.000000
  +3704.000000  +3579.000000  +3439.000000  +3160.000000  +2741.000000  +2182.000000
#-----------------------------------------------------
#    FUELFLOW1 - FUELFLOW AT IDLE (THROTL = 0.00)
#-----------------------------------------------------
# Alt: 0
   +500.000000   +605.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000  +1430.000000  +3097.000000  +4765.000000  +7624.000000  +8809.000000  +8809.000000  +8809.000000  +8809.000000  +8809.000000
  +8809.000000  +8809.000000  +8809.000000  +8809.000000  +8809.000000  +8809.000000
#
# Alt: 10000
   +554.000000   +554.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000  +1303.000000  +2794.000000  +4285.000000  +6702.000000  +8427.000000  +8427.000000  +8427.000000  +8427.000000  +8427.000000
  +8427.000000  +8427.000000  +8427.000000  +8427.000000  +8427.000000  +8427.000000
#
# Alt: 20000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000  +1112.000000  +2336.000000  +3559.000000  +5315.000000  +7737.000000  +7737.000000  +7737.000000  +7737.000000  +7737.000000
  +7737.000000  +7737.000000  +7737.000000  +7737.000000  +7737.000000  +7737.000000
#
# Alt: 30000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +614.000000
   +798.000000   +982.000000  +2026.000000  +3070.000000  +4384.000000  +7122.000000  +7122.000000  +7122.000000  +7122.000000  +7122.000000
  +7122.000000  +7122.000000  +7122.000000  +7122.000000  +7122.000000  +7122.000000
#
# Alt: 40000
   +611.000000   +611.000000   +544.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +628.000000  +1438.000000  +2110.000000  +2782.000000  +4166.000000  +5950.000000  +5994.000000  +6016.000000  +6038.000000  +6038.000000
  +6038.000000  +6038.000000  +6038.000000  +6038.000000  +6038.000000  +6038.000000
#
# Alt: 50000
   +949.000000   +949.000000   +856.000000   +806.000000   +714.000000   +649.000000   +500.000000   +500.000000   +614.000000   +500.000000
   +500.000000   +500.000000  +1143.000000  +2027.000000  +2965.000000  +4817.000000  +4925.000000  +5012.000000  +5098.000000  +5120.000000
  +5098.000000  +5057.000000  +5060.000000  +5062.000000  +5065.000000  +5065.000000
#
# Alt: 60000
   +765.000000   +765.000000   +729.000000   +669.000000   +650.000000   +574.000000   +526.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000  +1339.000000  +2549.000000  +2700.000000  +2742.000000  +2764.000000  +2764.000000
  +2764.000000  +2696.000000  +2713.000000  +2751.000000  +2751.000000  +2751.000000
#
# Alt: 70000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
#-----------------------------------------------------
#    FUELFLOW2 - FUELFLOW AT MIL POWER (THROTL = 1.00)
#-----------------------------------------------------
# Alt: 0
  +8721.000000  +8721.000000  +8660.000000  +8599.000000  +8538.000000  +8388.000000  +8237.000000  +8136.000000  +8036.000000  +7534.000000
  +6931.000000  +5243.000000  +3967.000000  +1984.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
#
# Alt: 10000
  +7132.000000  +7132.000000  +7031.000000  +6931.000000  +6831.000000  +6730.000000  +6630.000000  +6529.000000  +6429.000000  +6328.000000
  +5630.000000  +5061.000000  +4491.000000  +2246.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
#
# Alt: 20000
  +5876.000000  +5876.000000  +5726.000000  +5575.000000  +5424.000000  +5324.000000  +5223.000000  +5123.000000  +5022.000000  +4822.000000
  +4520.000000  +4122.000000  +3926.000000  +1963.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
#
# Alt: 30000
  +4445.000000  +4445.000000  +4370.000000  +4294.000000  +4219.000000  +4118.000000  +4018.000000  +3867.000000  +3717.000000  +3616.000000
